http://library.ucsd.edu/ark:/20775/bb1844491p	Cuart de Poblet--Valencia--Spain	http://library.ucsd.edu/dc/object/bb3448297s
http://library.ucsd.edu/ark:/20775/bb9250701t	Bayona--Basses Pyreneés--France	http://library.ucsd.edu/dc/object/bb2424395g
http://library.ucsd.edu/ark:/20775/bb4097069w	Benicarló--Castellón--Spain	http://library.ucsd.edu/dc/object/bb6895426r
http://library.ucsd.edu/ark:/20775/bb02062529	Puebla Larga,--Valencia--Spain	http://library.ucsd.edu/dc/object/bb8636058h
http://library.ucsd.edu/ark:/20775/bb76124593	Torrente--Valencia--Spain	http://library.ucsd.edu/dc/object/bb8772577d
http://library.ucsd.edu/ark:/20775/bb5052708b	Cerbère--Pyrénées-Orientales--France	http://library.ucsd.edu/dc/object/bb6588257n
http://library.ucsd.edu/ark:/20775/bb11618902	Tangel--Alicante--Spain	http://library.ucsd.edu/dc/object/bb93869199
http://library.ucsd.edu/ark:/20775/bb8568099k	Denia--Alicante--Spain	http://library.ucsd.edu/dc/object/bb0410726r
http://library.ucsd.edu/ark:/20775/bb6008348c	Palmar--Murcia--Spain	http://library.ucsd.edu/dc/object/bb27315653
http://library.ucsd.edu/ark:/20775/bb08205892	Benicasim--Castellón--Spain	http://library.ucsd.edu/dc/object/bb6076310m
http://library.ucsd.edu/ark:/20775/bb3414472b	Elda--Alicante--Spain	http://library.ucsd.edu/dc/object/bb9694091k
http://library.ucsd.edu/ark:/20775/bb8226800s	Barcelona--Barcelona--Spain	http://library.ucsd.edu/dc/object/bb6349347t
http://library.ucsd.edu/ark:/20775/bb9523739j	Masarrochos--Valencia--Spain	http://library.ucsd.edu/dc/object/bb9796480j
http://library.ucsd.edu/ark:/20775/bb5667051h	Villalgordo del Jucar--Albacete--Spain	http://library.ucsd.edu/dc/object/bb4779367p
http://library.ucsd.edu/ark:/20775/bb3073170f	Burriana--Castellón--Spain	http://library.ucsd.edu/dc/object/bb6451735h
http://library.ucsd.edu/ark:/20775/bb0479289z	Monoforte del Cid--Alicante--Spain	http://library.ucsd.edu/dc/object/bb1775927v
http://library.ucsd.edu/ark:/20775/bb7919629g	Villajoyosa--Alicante--Spain	http://library.ucsd.edu/dc/object/bb1878316r
http://library.ucsd.edu/ark:/20775/bb53257539	Lobosillo--Murcia--Spain	http://library.ucsd.edu/dc/object/bb7509766j
http://library.ucsd.edu/ark:/20775/bb2731869h	Madrid--La Gasca--Spain	http://library.ucsd.edu/dc/object/bb9557567v
http://library.ucsd.edu/ark:/20775/bb7578331z	San Juan--Alicante--Spain	http://library.ucsd.edu/dc/object/bb8431278m
http://library.ucsd.edu/ark:/20775/bb0172118p	Sueca--Valencia--Spain	http://library.ucsd.edu/dc/object/bb95234354
http://library.ucsd.edu/ark:/20775/bb98309095	Alboraya--Valencia--Spain	http://library.ucsd.edu/dc/object/bb1332236j
http://library.ucsd.edu/ark:/20775/bb2390570g	Benejama--Alicante--Spain	http://library.ucsd.edu/dc/object/bb9591699t
http://library.ucsd.edu/ark:/20775/bb85339719	Oropesa--Castellón--Spain	http://library.ucsd.edu/dc/object/bb6008047h
http://library.ucsd.edu/ark:/20775/bb59400909	Oliva--Valencia--Spain	http://library.ucsd.edu/dc/object/bb73049875
http://library.ucsd.edu/ark:/20775/bb4643148c	Onteniente--Valencia--Spain	http://library.ucsd.edu/dc/object/bb2868088r
http://library.ucsd.edu/ark:/20775/bb33462099	Madrid--Lope de Vega--Spain	http://library.ucsd.edu/dc/object/bb9455175b
http://library.ucsd.edu/ark:/20775/bb0786460d	Biar--Alicante--Spain	http://library.ucsd.edu/dc/object/bb9728216j
http://library.ucsd.edu/ark:/20775/bb8192672z	El Perelló--Valencia--Spain	http://library.ucsd.edu/dc/object/bb58032667
http://library.ucsd.edu/ark:/20775/bb3039039p	Godella--Valencia--Spain	http://library.ucsd.edu/dc/object/bb8226497z
http://library.ucsd.edu/ark:/20775/bb04451624	Carcagente--Valencia--Spain	http://library.ucsd.edu/dc/object/bb24243960
http://library.ucsd.edu/ark:/20775/bb7851369x	Agullent--Valencia--Spain	http://library.ucsd.edu/dc/object/bb3380036b
http://library.ucsd.edu/ark:/20775/bb52574894	Dijon--Côte d'Or--France	http://library.ucsd.edu/dc/object/bb9182138t
http://library.ucsd.edu/ark:/20775/bb1400801k	Antella--Valencia--Spain	http://library.ucsd.edu/dc/object/bb5154797b
http://library.ucsd.edu/ark:/20775/bb1059501g	Villarreal--Castellón--Spain	http://library.ucsd.edu/dc/object/bb52913179
http://library.ucsd.edu/ark:/20775/bb9762649c	Almería--Almería--Spain	http://library.ucsd.edu/dc/object/bb32435181
http://library.ucsd.edu/ark:/20775/bb8465709s	Picaña--Valencia--Spain	http://library.ucsd.edu/dc/object/bb47452370
http://library.ucsd.edu/ark:/20775/bb7168770d	Le Boulou--Pyrénées-Orientales--France	http://library.ucsd.edu/dc/object/bb9830605r
http://library.ucsd.edu/ark:/20775/bb2015141r	Vence--Alps Maritime--France	http://library.ucsd.edu/dc/object/bb83971484
http://library.ucsd.edu/ark:/20775/bb0206301t	Cardiff by the Sea (Calif.) -- Solana Beach (Calif.)	http://library.ucsd.edu/dc/object/bb4369790j
http://library.ucsd.edu/ark:/20775/bb7612510z	San Diego (Calif.) -- Coronado (Calif.)	http://library.ucsd.edu/dc/object/bb18782876
http://library.ucsd.edu/ark:/20775/bb11619398	Carlsbad (Calif.) -- Encinitas (Calif.)	http://library.ucsd.edu/dc/object/bb4472179c
http://library.ucsd.edu/ark:/20775/bb60083999	Mission Bay (San Diego, Calif.) -- Mission Beach (San Diego, Calif.) -- Pacific Beach (San Diego, Calif.)	http://library.ucsd.edu/dc/object/bb5598459n
http://library.ucsd.edu/ark:/20775/bb11960869	Madang Province (Papua New Guinea) -- Social conditions	http://library.ucsd.edu/dc/object/bb1980983p
http://library.ucsd.edu/ark:/20775/bb1776307m	San Diego (Calif.) -- Pictorial works	http://library.ucsd.edu/dc/object/bb55647135
http://library.ucsd.edu/ark:/20775/bb3073248k	San Diego County (Calif.) -- History	http://library.ucsd.edu/dc/object/bb55647135
x26be316745ccb3a4	United States--California--San Francisco	
